Restaurant ID,Restaurant Name,City,Locality,Cuisines,Rating text,Votes
18485962,Bawarchi's Canteen,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18421485,Bikaner Restaurant,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18363044,Bikaner Sweets Chaat cafe,New Delhi,Mukherjee Nagar,"Mithai, Street Food",Not rated,0
18424171,Brijwasi,New Delhi,Mukherjee Nagar,"North Indian, Chinese, South Indian",Not rated,0
18363051,Chaap Chaska,New Delhi,Mukherjee Nagar,"North Indian, Mughlai",Not rated,1
18449788,Delhi Chaap Express,New Delhi,Mukherjee Nagar,North Indian,Not rated,3
18466410,Delhi Chaat Bhandar,New Delhi,Mukherjee Nagar,Street Food,Not rated,0
18107851,Delhite PÌ¢tisserie,New Delhi,Mukherjee Nagar,Bakery,Not rated,1
18466408,Desi Dhaba,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18466400,Desi Thaat Amritsari Naan,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18361765,Dhaba Express,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18424169,Flavours Kitchen,New Delhi,Mukherjee Nagar,"North Indian, Mughlai, Chinese",Not rated,1
18449653,Food Campus,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18449786,Fresh Fast Food,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18466675,Gungun Tiffin Services,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18449647,Happy Italiano,New Delhi,Mukherjee Nagar,Fast Food,Not rated,0
18361779,Haryana Bhojnalaya,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18363048,Hasty Tasty,New Delhi,Mukherjee Nagar,Chinese,Not rated,1
310954,Inam Muradabadi,New Delhi,Mukherjee Nagar,Mughlai,Not rated,1
312413,Just In,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18361767,Jyoti Dhaba,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18421473,Lasha Chinese Food,New Delhi,Mukherjee Nagar,Chinese,Not rated,1
310995,Lasha Chinese Food,New Delhi,Mukherjee Nagar,Chinese,Not rated,2
18421475,Lily Tasty Fast Food,New Delhi,Mukherjee Nagar,"North Eastern, North Indian, Chinese",Not rated,1
18418268,Maa Vaishno Dinesh Dhaba,New Delhi,Mukherjee Nagar,North Indian,Not rated,1
18421459,Madras Cafe,New Delhi,Mukherjee Nagar,"South Indian, Chinese",Not rated,0
18361771,NIK's Chicken Corner,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18241864,Om Shanti Foods,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18449657,Panj Tara,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18396177,Pasta Pizza & Roll Hut,New Delhi,Mukherjee Nagar,"Italian, Fast Food",Not rated,0
18449639,Pheva Tandooris,New Delhi,Mukherjee Nagar,"North Indian, Chinese",Not rated,0
18357954,Punjabi Delight,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
310965,Punjabi Parantha Station and Punjabi Thali,New Delhi,Mukherjee Nagar,North Indian,Not rated,2
18418278,Punjabi Paratha Station,New Delhi,Mukherjee Nagar,North Indian,Not rated,1
18449664,Raja Rasoi,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18480435,Rollacious,New Delhi,Mukherjee Nagar,Fast Food,Not rated,3
311009,Singh Chicken,New Delhi,Mukherjee Nagar,North Indian,Not rated,3
310988,Special Tea Point,New Delhi,Mukherjee Nagar,"Street Food, North Indian",Not rated,0
18421461,Spl. Flavour Sodas & Fruit shakes,New Delhi,Mukherjee Nagar,Juices,Not rated,0
310952,Student Corner,New Delhi,Mukherjee Nagar,Fast Food,Not rated,0
18449667,Taneja Corner,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18449661,Taste Zone,New Delhi,Mukherjee Nagar,North Indian,Not rated,0
18449643,Tea Point,New Delhi,Mukherjee Nagar,"Beverages, Fast Food",Not rated,0
300791,West Bangal Kolkata Hot Kathi Rolls,New Delhi,Mukherjee Nagar,Fast Food,Not rated,1
300264,Asli Alam Muradabadi Biryani Centre,New Delhi,Munirka,Biryani,Average,22
18425751,Cafe Rasoi,New Delhi,Munirka,North Indian,Average,11
7388,Chinese Food,New Delhi,Munirka,"Fast Food, Street Food, Chinese",Average,8
311485,Green Chick Chop,New Delhi,Munirka,"Raw Meats, North Indian, Fast Food",Average,10
2870,Hasty Tasty,New Delhi,Munirka,"Chinese, Fast Food",Average,86
18397908,Hunter's Kitchen,New Delhi,Munirka,"North Eastern, North Indian",Average,6
312765,Manahang Restaurant,New Delhi,Munirka,"Chinese, North Indian",Average,12
5879,Mezbaan Restaurant,New Delhi,Munirka,"North Indian, Mughlai, Chinese",Average,135
304621,Moon Light Sweets,New Delhi,Munirka,"Mithai, Street Food",Average,16
18472788,North East Castle,New Delhi,Munirka,Cafe,Average,4
309510,Pizza Point,New Delhi,Munirka,"Fast Food, Pizza",Average,10
300259,Roll Point,New Delhi,Munirka,Fast Food,Average,7
310430,Sanjha Tandoor,New Delhi,Munirka,"North Indian, Mughlai",Average,17
300273,Sayyam,New Delhi,Munirka,Chinese,Average,16
7393,Shiv Bhojnalaya,New Delhi,Munirka,"South Indian, North Indian, Fast Food",Average,12
311451,Subway,New Delhi,Munirka,"American, Fast Food, Salad, Healthy Food",Average,78
7240,Take Away,New Delhi,Munirka,Chinese,Average,20
300268,Vedanta's,New Delhi,Munirka,"North Indian, Chinese",Average,66
310328,Asian Chopstick,New Delhi,Munirka,"Chinese, Thai",Good,27
309471,Chinese Delights,New Delhi,Munirka,"Chinese, North Indian",Good,21
18383522,Dezertfox,New Delhi,Munirka,"Bakery, Desserts",Good,21
18424615,Aggarwal Sweets,New Delhi,Munirka,"Mithai, Street Food",Not rated,1
18425758,Aggarwal Sweets,New Delhi,Munirka,"Mithai, Street Food",Not rated,2
18425178,Al Meraj Chicken Shop,New Delhi,Munirka,"Awadhi, Mughlai",Not rated,0
18354994,Chinese Food Corner,New Delhi,Munirka,"Chinese, North Indian",Not rated,0
18146362,Creative Food House,New Delhi,Munirka,"Continental, Chinese, North Indian",Not rated,3
18425175,D.A.A.,New Delhi,Munirka,Chinese,Not rated,0
18225831,Dee Cake Shop,New Delhi,Munirka,Bakery,Not rated,3
18354988,Jaca Restaurant,New Delhi,Munirka,"North Indian, Chinese",Not rated,0
18425772,King Of Roll,New Delhi,Munirka,Fast Food,Not rated,0
18354998,Kirti Food Plaza,New Delhi,Munirka,North Indian,Not rated,0
18354992,KT's Shik-Shack,New Delhi,Munirka,Street Food,Not rated,1
309509,Namaste Restaurant,New Delhi,Munirka,Chinese,Not rated,1
18423905,Nishaj Chicken Corner,New Delhi,Munirka,North Indian,Not rated,0
18357566,Royal Bakery,New Delhi,Munirka,"Bakery, Desserts",Not rated,2
18425768,S.R. Bakers,New Delhi,Munirka,Bakery,Not rated,0
18025119,Shahi Muradabadi,New Delhi,Munirka,Mughlai,Not rated,0
18472683,Shree Vinayaga Restaurant,New Delhi,Munirka,South Indian,Not rated,0
18425739,The Cake Basket,New Delhi,Munirka,Bakery,Not rated,1
18468524,The Pure Kitchen,New Delhi,Munirka,"Chinese, Continental, North Indian",Not rated,0
18354996,The Yolmo Kitchen,New Delhi,Munirka,Chinese,Not rated,0
18229077,Zawlbuk,New Delhi,Munirka,Tibetan,Not rated,2
300275,Anupam Restaurant,New Delhi,Munirka,"North Indian, Chinese",Poor,32
9251,Bobby Di Punjabi Rasoi,New Delhi,Najafgarh,North Indian,Average,4
18471235,Aditya Da Vaishno Dhaba,New Delhi,Najafgarh,North Indian,Not rated,0
306695,Aggarwal Bikaner Sweets,New Delhi,Najafgarh,Mithai,Not rated,1
9281,Aggarwal Sweet Centre,New Delhi,Najafgarh,Mithai,Not rated,1
18432222,Anjel China & Tibetian Food,New Delhi,Najafgarh,"Tibetan, Chinese",Not rated,0
18471254,Annpurna Rasoi,New Delhi,Najafgarh,"North Indian, Fast Food",Not rated,0
18371414,Apni Rasoi,New Delhi,Najafgarh,"Mughlai, North Indian",Not rated,0
306678,Bajrang Misthan Bhawan,New Delhi,Najafgarh,Mithai,Not rated,0
18371416,Bake Town,New Delhi,Najafgarh,"Bakery, Chinese",Not rated,0
18361199,Bikaner Sweets & Restaurant,New Delhi,Najafgarh,"Mithai, South Indian, Street Food",Not rated,0
312620,Brown Town Bakers,New Delhi,Najafgarh,"Desserts, Fast Food",Not rated,1
18432206,Captain Food Factory,New Delhi,Najafgarh,Chinese,Not rated,1
311394,Cheffron Bakery,New Delhi,Najafgarh,Bakery,Not rated,2
18471270,Chicken Darwar,New Delhi,Najafgarh,"Fast Food, Mughlai",Not rated,0
313349,Chili's Treat,New Delhi,Najafgarh,"North Indian, Chinese",Not rated,3
18359302,Chilli Tadka,New Delhi,Najafgarh,"Chinese, Fast Food",Not rated,0
18352287,Chinese Food Point,New Delhi,Najafgarh,Chinese,Not rated,0
9262,Chinese Temptation,New Delhi,Najafgarh,"Chinese, Fast Food",Not rated,2
18469981,Dana Pani,New Delhi,Najafgarh,North Indian,Not rated,0
18349922,Dev Sweets & Restaurant,New Delhi,Najafgarh,"North Indian, Chinese, South Indian",Not rated,1
18432214,Dilli Darbar Chicken Point,New Delhi,Najafgarh,Mughlai,Not rated,0
310357,Food Point and Sweets Corner,New Delhi,Najafgarh,"South Indian, Fast Food, North Indian, Chinese",Not rated,2
18429155,Green Chick Chop,New Delhi,Najafgarh,"Raw Meats, North Indian, Fast Food",Not rated,0
18471319,Grover Burfee & Cakes,New Delhi,Najafgarh,"Bakery, Chinese",Not rated,0
18471263,Hans's Planet-F,New Delhi,Najafgarh,"Chinese, Fast Food, North Indian",Not rated,0
18432200,Hotel Delhi 43,New Delhi,Najafgarh,North Indian,Not rated,0
18430911,Kanhaiya Fast Food,New Delhi,Najafgarh,"Chinese, Fast Food",Not rated,0
18354672,Karol Bagh Ke Chhole Bhature,New Delhi,Najafgarh,North Indian,Not rated,0
18352275,King's Food,New Delhi,Najafgarh,Chinese,Not rated,0
303500,Lamba Sweets Corner,New Delhi,Najafgarh,"Mithai, Street Food",Not rated,2
18431998,Laxmi Food Corner,New Delhi,Najafgarh,"Fast Food, North Indian",Not rated,0
18430900,Lounge Bakery,New Delhi,Najafgarh,Bakery,Not rated,0
18313125,Mehtaab Sweet Corner & Restaurant,New Delhi,Najafgarh,"North Indian, Chinese, Street Food",Not rated,0
18430579,Melting Food Point,New Delhi,Najafgarh,Chinese,Not rated,0
8957,Mithla Dhabha,New Delhi,Najafgarh,North Indian,Not rated,1
9635,Mittal Caterer,New Delhi,Najafgarh,"Street Food, South Indian, Mithai",Not rated,2
18352288,Mittal Restaurant & Fast Food,New Delhi,Najafgarh,"Fast Food, South Indian, Mithai",Not rated,0
18349914,NBC Nirankari Bakers,New Delhi,Najafgarh,"Pizza, Fast Food, Bakery",Not rated,1
18430569,Pind Balluchi,New Delhi,Najafgarh,"North Indian, Mughlai",Not rated,0
18361211,Prem Chinese Fast Food,New Delhi,Najafgarh,Chinese,Not rated,0
18471287,Punjabi Rasoi,New Delhi,Najafgarh,Fast Food,Not rated,0
304393,Punjabi Special,New Delhi,Najafgarh,North Indian,Not rated,2
18361217,Radhe Shyam Dhaba,New Delhi,Najafgarh,North Indian,Not rated,0
5483,Raj Rasoi,New Delhi,Najafgarh,North Indian,Not rated,2
9271,Raju De Special Paneer Wale,New Delhi,Najafgarh,North Indian,Not rated,0
304610,Sangeeta Dhaba,New Delhi,Najafgarh,North Indian,Not rated,0
303537,Sat Narayan Fast Food,New Delhi,Najafgarh,"Mithai, Chinese",Not rated,1
18430576,Shahi Chicken Point,New Delhi,Najafgarh,Mughlai,Not rated,0
304405,Sharma Sweets,New Delhi,Najafgarh,"Mithai, Street Food",Not rated,0
18471313,Shere Hind Chicken Corner,New Delhi,Najafgarh,Mughlai,Not rated,0
306710,Shiv Shakti Dhaba,New Delhi,Najafgarh,North Indian,Not rated,0
18430570,Shree Shyam Sweets,New Delhi,Najafgarh,Street Food,Not rated,0
303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,New Delhi,Najafgarh,North Indian,Not rated,0
18270343,Sky Hawk,New Delhi,Najafgarh,"North Indian, Chinese, Continental",Not rated,1
18361200,Snack Shack,New Delhi,Najafgarh,"North Indian, Chinese",Not rated,0
18261678,Soya Bite's,New Delhi,Najafgarh,North Indian,Not rated,1
18317507,Soya Bite's,New Delhi,Najafgarh,North Indian,Not rated,1
9269,Taj Mahal Dhaba,New Delhi,Najafgarh,North Indian,Not rated,2
18363067,Yadav Sweets,New Delhi,Najafgarh,Mithai,Not rated,1
18371421,Yummy Chinese Food,New Delhi,Najafgarh,Chinese,Not rated,1
304809,Aggarwal Sweets Corner,New Delhi,Nangloi,Mithai,Not rated,0
304769,Anand Sweets,New Delhi,Nangloi,"Mithai, Street Food",Not rated,1
304803,Annapurna Sweets Palace,New Delhi,Nangloi,"Mithai, Street Food",Not rated,1
18261151,Aujla's Punjabi Zaika,New Delhi,Nangloi,"North Indian, Chinese, Mughlai",Not rated,0
18464636,Baba Ji,New Delhi,Nangloi,Fast Food,Not rated,0
18017260,Babu Soup Wala,New Delhi,Nangloi,North Indian,Not rated,0
304753,Baketown By Gagan Bakers,New Delhi,Nangloi,"Fast Food, Bakery",Not rated,0
18464641,Bala Ji Rasoi,New Delhi,Nangloi,North Indian,Not rated,0
304822,Bansiwala Sweets & Caterers,New Delhi,Nangloi,"Mithai, Street Food",Not rated,0
18312665,Best Chicken Corner,New Delhi,Nangloi,North Indian,Not rated,0
9181,Bhardwaj Bakery,New Delhi,Nangloi,"Bakery, Pizza",Not rated,0
18435332,Bikaner Sweets & Restaurant,New Delhi,Nangloi,"Mithai, Street Food, North Indian",Not rated,0
18261710,Classic Chef Corner,New Delhi,Nangloi,"Chinese, North Indian",Not rated,0
18312662,Dabas Ke Special Chole Bhature,New Delhi,Nangloi,Street Food,Not rated,0
18322599,Daily Belly,New Delhi,Nangloi,"North Indian, South Indian, Chinese",Not rated,0
9226,Deep Bakery And Cake,New Delhi,Nangloi,"Bakery, Desserts",Not rated,0
18434072,Dhaba NH10,New Delhi,Nangloi,"North Indian, Chinese",Not rated,0
305699,Dilkhush Dhaba,New Delhi,Nangloi,North Indian,Not rated,0
9194,Do Bhai Paneer Wale And Sweets,New Delhi,Nangloi,Bakery,Not rated,0
304888,Dosa and Pizza Corner,New Delhi,Nangloi,"South Indian, Pizza, Chinese",Not rated,0
306177,Gulati Ki Rasoi,New Delhi,Nangloi,North Indian,Not rated,0
18261708,JMD Family Restaurant,New Delhi,Nangloi,"North Indian, Chinese",Not rated,0
9173,Jyoti Sweets,New Delhi,Nangloi,Mithai,Not rated,0
304831,Khana Khazana,New Delhi,Nangloi,North Indian,Not rated,0
9176,Krishna Panjabi Rasoi,New Delhi,Nangloi,North Indian,Not rated,1
18233572,Lazeez Zaika,New Delhi,Nangloi,"North Indian, Chinese",Not rated,1
18464649,Mannat Chinese Fast Food,New Delhi,Nangloi,"Chinese, Bakery",Not rated,0
18375389,Pizza Hot,New Delhi,Nangloi,"Italian, Fast Food, South Indian",Not rated,0
18466387,Raju Fast Food,New Delhi,Nangloi,"Street Food, Fast Food",Not rated,0
304782,Ramesh Caterers & Dhaba,New Delhi,Nangloi,North Indian,Not rated,0
18261719,Sethi's Express,New Delhi,Nangloi,"South Indian, North Indian, Chinese",Not rated,0
18466389,Shahi Chicken Biryani Corner,New Delhi,Nangloi,Biryani,Not rated,0
18378051,Spicy Curry,New Delhi,Nangloi,North Indian,Not rated,0
7484,Super Star Restaurant,New Delhi,Nangloi,North Indian,Not rated,1
18464634,Swagi Food Corner,New Delhi,Nangloi,"Chinese, Fast Food",Not rated,0
18464647,Taoji Ke Amratsari Naan,New Delhi,Nangloi,"Fast Food, North Indian",Not rated,0
18371391,TCW Chaat Point,New Delhi,Nangloi,Street Food,Not rated,0
18017240,The Food Express,New Delhi,Nangloi,North Indian,Not rated,1
18464640,The Pizza Family,New Delhi,Nangloi,Pizza,Not rated,0
18261161,The Regal Chicken Corner,New Delhi,Nangloi,"North Indian, Mughlai",Not rated,0
18464638,Welcome Rasoi,New Delhi,Nangloi,"North Indian, Fast Food",Not rated,0
302694,Agarwal Sweets,New Delhi,Naraina,Mithai,Average,8
18358184,Aurangzeb Rd,New Delhi,Naraina,"North Indian, Mughlai",Average,23
8715,Bengali Sweet Corner,New Delhi,Naraina,"South Indian, Street Food, Desserts",Average,7
641,Cafe Coffee Day,New Delhi,Naraina,Cafe,Average,23
308033,Chinese K. Food,New Delhi,Naraina,Chinese,Average,4
307099,Chocowell,New Delhi,Naraina,"Desserts, Bakery",Average,15
18312575,Choice,New Delhi,Naraina,"South Indian, North Indian",Average,4
18312652,Desi Street,New Delhi,Naraina,"North Indian, South Indian, Chinese",Average,13
310666,Enigma Lounge,New Delhi,Naraina,"Chinese, North Indian",Average,8
7434,Flavors Of London,New Delhi,Naraina,"Desserts, Ice Cream, Fast Food",Average,7
305859,Frontier,New Delhi,Naraina,Bakery,Average,4
308037,Green Chick Chop,New Delhi,Naraina,"Raw Meats, North Indian, Fast Food",Average,16
18435837,Hot House Grill,New Delhi,Naraina,Fast Food,Average,10
18441658,Kanshi Ram Chole Kulche Wala,New Delhi,Naraina,Street Food,Average,13
558,Kents Fast Food,New Delhi,Naraina,"North Indian, Chinese, Fast Food",Average,12
300485,Paharia Meat & Chicken Shop,New Delhi,Naraina,North Indian,Average,12
7416,Palji Corner,New Delhi,Naraina,North Indian,Average,30
301927,Paratha Hi Paratha,New Delhi,Naraina,North Indian,Average,10
18288199,Picasso Roof Top,New Delhi,Naraina,"Continental, European, North Indian",Average,15
301931,RK Dosa,New Delhi,Naraina,South Indian,Average,12
311385,Sandoz,New Delhi,Naraina,"Chinese, North Indian",Average,32
18175322,Sardar Ji,New Delhi,Naraina,"North Indian, Mughlai",Average,7
7419,Satkar Fast Food,New Delhi,Naraina,North Indian,Average,20
9280,Sweetheart Cupcakes,New Delhi,Naraina,Desserts,Average,21
18241874,The Earthen Grill,New Delhi,Naraina,"North Indian, Mughlai, Awadhi",Average,14
303250,Twenty Four Seven,New Delhi,Naraina,"Fast Food, North Indian",Average,14
313163,A Patisseries Gallery,New Delhi,Naraina,"Bakery, Desserts",Not rated,0
18398504,Aggarwal Bikaneri Sweets,New Delhi,Naraina,Mithai,Not rated,0
301932,Aggarwal Sweets & Bakers,New Delhi,Naraina,"Desserts, Street Food",Not rated,1
18312572,Avatar Da Dhaba,New Delhi,Naraina,North Indian,Not rated,0
18371399,Bengali Restaurant,New Delhi,Naraina,"Bengali, Chinese",Not rated,0
18431177,Biryani Express,New Delhi,Naraina,Biryani,Not rated,0
18371405,Brahm Point Fast Food,New Delhi,Naraina,"Fast Food, Chinese",Not rated,0
312926,Chinese Hot,New Delhi,Naraina,Chinese,Not rated,1
18349241,Curry Man,New Delhi,Naraina,North Indian,Not rated,0
18431181,Diya Chinese Food,New Delhi,Naraina,Chinese,Not rated,0
18431187,Foodies,New Delhi,Naraina,Chinese,Not rated,0
18393288,Fresh Meat CO,New Delhi,Naraina,"Raw Meats, Fast Food",Not rated,0
8718,Hans Fast Food Center,New Delhi,Naraina,"Fast Food, Desserts",Not rated,2
18462571,Happy Hours,New Delhi,Naraina,"Chinese, Fast Food",Not rated,0
18460302,Khalsa Eating Point,New Delhi,Naraina,North Indian,Not rated,0
18431183,Krishna Yummy Foods,New Delhi,Naraina,North Indian,Not rated,1
301925,Laxmi Dhaba,New Delhi,Naraina,North Indian,Not rated,1
301885,Milan Shudh Vaishno,New Delhi,Naraina,North Indian,Not rated,3
18295497,Milko Sweets Corner,New Delhi,Naraina,"Mithai, Street Food",Not rated,2
18460299,New Punjabi Chaap Corner,New Delhi,Naraina,Chinese,Not rated,0
1973,Nik's Chawla Chik Inn,New Delhi,Naraina,"North Indian, Fast Food",Not rated,2
18369770,Paras Corner,New Delhi,Naraina,Chinese,Not rated,0
312848,Punjabi Tadka,New Delhi,Naraina,North Indian,Not rated,0
18474850,Sardar A Pure Meat Shop,New Delhi,Naraina,"Raw Meats, Fast Food, North Indian",Not rated,0
18429186,Shahi Hyderbadi Biryani,New Delhi,Naraina,Mughlai,Not rated,0
18312656,Shashi's China Wok,New Delhi,Naraina,Chinese,Not rated,2
18416741,Urban Palate,New Delhi,Naraina,Fast Food,Not rated,0
18425182,Wrapss,New Delhi,Naraina,"Chinese, Fast Food",Not rated,1
18464625,China Kitchen,New Delhi,Narela,"Chinese, North Eastern",Not rated,0
18435330,Chowringhee,New Delhi,Narela,Fast Food,Not rated,0
18435326,D-Food,New Delhi,Narela,"Chinese, Fast Food, Bakery",Not rated,0
18464648,Kith N Kin Cafeteria,New Delhi,Narela,"Chinese, North Indian",Not rated,0
18464629,Lazeez Rasoi,New Delhi,Narela,"Chinese, North Indian",Not rated,0
18435322,Red Rose Restaurant,New Delhi,Narela,Fast Food,Not rated,0
18014151,Shri Bikaner Sweets & Restaurant,New Delhi,Narela,"North Indian, Chinese, South Indian",Not rated,0
18375378,Welcome Family Restaurant,New Delhi,Narela,"North Indian, South Indian",Not rated,0
310408,Al Bake,New Delhi,Nehru Place,"North Indian, Mughlai",Average,38
1185,Americana Kitchen and Bar,New Delhi,Nehru Place,"American, Tex-Mex, Italian, Mexican, North Indian",Average,105
5536,Bawa Snacks Corner,New Delhi,Nehru Place,North Indian,Average,11
18393213,Bhimsain's Bengali Sweet House,New Delhi,Nehru Place,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",Average,4
308336,Cafe Coffee Day,New Delhi,Nehru Place,Cafe,Average,13
637,Cafe Coffee Day,New Delhi,Nehru Place,Cafe,Average,38
313159,Dolce Gelato,New Delhi,Nehru Place,"Ice Cream, Beverages, Fast Food",Average,9
3608,Domino's Pizza,New Delhi,Nehru Place,"Pizza, Fast Food",Average,71
3636,Gopala,New Delhi,Nehru Place,"North Indian, Street Food",Average,12
312790,New Punjabi Khana,New Delhi,Nehru Place,North Indian,Average,8
5537,New Vishal Corner,New Delhi,Nehru Place,"North Indian, Street Food, Fast Food",Average,14
308347,Punjabi Khana,New Delhi,Nehru Place,North Indian,Average,14
2602,Rajshree,New Delhi,Nehru Place,"South Indian, Chinese",Average,11
3638,Snack Junction,New Delhi,Nehru Place,"North Indian, Chinese",Average,27
18017281,Sona,New Delhi,Nehru Place,"North Indian, South Indian, Fast Food",Average,29
3607,Southy,New Delhi,Nehru Place,South Indian,Average,94
3069,The First Floor,New Delhi,Nehru Place,"North Indian, Chinese",Average,14
18268390,Hype,New Delhi,Nehru Place,"Finger Food, Italian, Middle Eastern",Good,142
196,McDonald's,New Delhi,Nehru Place,"Fast Food, Burger",Good,177
5487,New Punjabi Khana,New Delhi,Nehru Place,North Indian,Good,104
308331,Pizza Hut Delivery,New Delhi,Nehru Place,"Italian, Pizza, Fast Food",Good,103
18126080,Shree Rathnam,New Delhi,Nehru Place,"South Indian, North Indian, Chinese",Good,58
148,Subway,New Delhi,Nehru Place,"American, Fast Food, Salad, Healthy Food",Good,142
18412898,Al Mughal,New Delhi,Nehru Place,Mughlai,Not rated,2
5528,Anupama Restaurant,New Delhi,Nehru Place,North Indian,Not rated,1
17953929,Cafe Einstein,New Delhi,Nehru Place,"North Indian, Fast Food",Not rated,1
18355121,Delicious Eating Corner,New Delhi,Nehru Place,North Indian,Not rated,0
9210,Gupta Rasoi,New Delhi,Nehru Place,North Indian,Not rated,1
2703,Paras Chicken Point,New Delhi,Nehru Place,North Indian,Not rated,1
18478963,Ralhan Eating Corner,New Delhi,Nehru Place,North Indian,Not rated,0
2232,Pind Balluchi,New Delhi,Nehru Place,"North Indian, Mughlai",Poor,184
2775,Oh! Calcutta,New Delhi,Nehru Place,"Bengali, Seafood",Very Good,1293
311623,Alcoholic Lounge & Bar,New Delhi,Netaji Subhash Place,Finger Food,Average,21
311077,Baljeet's Amritsari Koolcha,New Delhi,Netaji Subhash Place,North Indian,Average,110
492,Bikanervala,New Delhi,Netaji Subhash Place,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Average,89
304030,Cafe Coffee Day,New Delhi,Netaji Subhash Place,Cafe,Average,32
18366028,Chicago Pizza,New Delhi,Netaji Subhash Place,"Fast Food, Italian, Pizza",Average,42
18168143,Cocoberry,New Delhi,Netaji Subhash Place,Desserts,Average,32
18294246,Dilli Chaap Wale,New Delhi,Netaji Subhash Place,"North Indian, Fast Food",Average,24
2370,Dips,New Delhi,Netaji Subhash Place,"South Indian, Chinese",Average,23
3893,Domino's Pizza,New Delhi,Netaji Subhash Place,"Pizza, Fast Food",Average,85
5366,Gullu's,New Delhi,Netaji Subhash Place,"North Indian, Mughlai",Average,45
18037828,Hashtag Foods,New Delhi,Netaji Subhash Place,"Fast Food, Beverages",Average,80
2377,Mini Meals,New Delhi,Netaji Subhash Place,"North Indian, South Indian, Fast Food",Average,66
18384151,No Name - Taste Hi Kaafi Hai,New Delhi,Netaji Subhash Place,"Burger, Fast Food",Average,31
2966,Pind Balluchi,New Delhi,Netaji Subhash Place,"North Indian, Mughlai",Average,261
257,Pizza Hut,New Delhi,Netaji Subhash Place,"Italian, Pizza, Fast Food",Average,211
2380,Raj Bhature wala,New Delhi,Netaji Subhash Place,"North Indian, Fast Food, Chinese",Average,84
18285222,Rolls Tiger,New Delhi,Netaji Subhash Place,Fast Food,Average,49
309463,SGF - Spice Grill Flame,New Delhi,Netaji Subhash Place,"North Indian, Chinese",Average,80
18219550,Smoksha Cafe and Lounge,New Delhi,Netaji Subhash Place,"Cafe, Chinese",Average,60
3230,Subway,New Delhi,Netaji Subhash Place,"American, Fast Food, Salad, Healthy Food",Average,131
309542,Sura Vie,New Delhi,Netaji Subhash Place,"North Indian, Italian, Chinese, Thai",Average,391
2965,Billu's Hut,New Delhi,Netaji Subhash Place,"Fast Food, Chinese",Good,813
3372,BTW,New Delhi,Netaji Subhash Place,Street Food,Good,459
312223,Burger King,New Delhi,Netaji Subhash Place,"Burger, Fast Food",Good,426
8828,Cafe Coffee Day,New Delhi,Netaji Subhash Place,Cafe,Good,50
2524,Chills 'n' Grills,New Delhi,Netaji Subhash Place,"Fast Food, Chinese",Good,69
18458640,Fusion N Food,New Delhi,Netaji Subhash Place,Fast Food,Good,22
2532,Giani,New Delhi,Netaji Subhash Place,"Ice Cream, Desserts",Good,87
5368,Hot Spot,New Delhi,Netaji Subhash Place,"Fast Food, North Indian, Beverages",Good,201
18272383,La Americana,New Delhi,Netaji Subhash Place,"Fast Food, Burger",Good,139
18332018,Mogambo Khush Hua,New Delhi,Netaji Subhash Place,Chinese,Good,121
18423901,Niti Shake & Ice Cream Hub,New Delhi,Netaji Subhash Place,"Desserts, Beverages",Good,23
1969,Pacific Asia,New Delhi,Netaji Subhash Place,"North Indian, Chinese",Good,151
18455548,Papa Veg Chinese Food,New Delhi,Netaji Subhash Place,Chinese,Good,29
310126,Pasta Hut,New Delhi,Netaji Subhash Place,Fast Food,Good,82
5291,Ram G Snacks & Food Corner,New Delhi,Netaji Subhash Place,"North Indian, Chinese, Street Food",Good,34
3522,Sandwich King,New Delhi,Netaji Subhash Place,"Fast Food, Beverages",Good,99
18345519,Shake Eat Up,New Delhi,Netaji Subhash Place,"Fast Food, Beverages",Good,155
305967,Starbucks,New Delhi,Netaji Subhash Place,Cafe,Good,294
18432015,The Chai Story,New Delhi,Netaji Subhash Place,Cafe,Good,22
18204820,Themis Barbecue House,New Delhi,Netaji Subhash Place,North Indian,Good,457
18361244,Utsav,New Delhi,Netaji Subhash Place,Bakery,Good,13
9561,Barbeque Nation,New Delhi,Netaji Subhash Place,"North Indian, Chinese",Very Good,937
